,Age,Overall,Potential,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,PrefPos_9.0,PrefPos_6.0,PrefPos_10.0,PrefPos_3.0,PrefPos_0.0,PrefPos_4.0,PrefPos_2.0,PrefPos_8.0,PrefPos_7.0,PrefPos_5.0,PrefPos_1.0,PrefPos
6204,19,60,79,1000,1585,82,62,66,63,57,60,60,55,63,35,52,13,15,12,8,5,41,61,65,37,38,55,43,55,49,42,46,57,86,63,58,57,50,34,53,56,53,54,50,53,59,56,50,53,54,57,51,57,59,53,59,56,50,53,54,57,51,57,59,51,0,0,0,0,0,1,0,0,0,0,0,LB 
6205,21,60,70,1000,1528,75,59,69,72,52,44,42,41,53,31,31,14,12,10,14,8,58,56,82,40,28,58,36,42,55,56,44,62,76,63,63,63,37,26,49,60,55,49,49,49,59,60,49,55,49,52,49,51,58,49,59,60,49,55,49,52,49,51,58,49,0,0,0,0,0,0,0,0,1,0,0,RB 
6206,19,59,73,1000,1246,49,62,50,45,38,39,21,24,33,19,26,14,7,11,14,9,60,55,48,40,22,58,33,23,50,45,42,58,54,49,61,78,30,18,36,58,51,36,40,36,50,58,40,51,36,37,39,35,47,36,50,58,40,51,36,37,39,35,47,39,0,0,0,0,1,0,0,0,0,0,0,CB 
6207,19,60,75,7000,1553,61,48,72,73,63,62,56,56,64,49,53,12,12,9,11,9,31,44,34,61,51,40,50,50,48,63,54,51,65,60,52,37,66,48,60,46,53,57,59,60,53,46,59,53,57,59,52,59,55,60,53,46,59,53,57,59,52,59,55,52,0,0,0,0,0,0,1,0,0,0,0,CM 
6208,20,60,70,1000,1653,72,59,74,74,60,58,54,47,62,49,49,11,14,7,7,10,38,53,44,53,38,51,53,62,55,60,70,57,74,75,60,64,48,49,58,55,58,58,57,58,59,55,57,58,58,60,57,59,60,58,59,55,57,58,58,60,57,59,60,57,0,0,0,0,0,0,0,0,1,0,0,RB 
6209,29,58,58,2000,1241,38,46,60,35,40,45,24,21,31,25,24,15,6,15,11,15,61,53,50,39,23,54,39,26,41,45,32,58,50,60,60,86,31,27,36,57,50,35,40,36,49,57,40,50,35,36,38,35,47,36,49,57,40,50,35,36,38,35,47,38,0,0,0,0,1,0,0,0,0,0,0,CB 
6210,30,60,60,1000,1502,62,56,71,62,58,59,29,41,58,63,43,11,12,13,10,14,59,31,90,26,48,13,65,60,61,55,52,13,68,73,17,59,50,59,56,38,40,58,50,56,40,38,50,40,58,55,59,56,42,56,40,38,50,40,58,55,59,56,42,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6211,20,60,72,1000,1324,60,67,42,55,40,43,26,35,31,20,33,14,5,11,5,13,55,56,67,30,29,60,42,32,51,38,48,62,53,55,64,69,30,26,36,59,51,37,39,36,52,59,39,51,37,38,40,36,49,36,52,59,39,51,37,38,40,36,49,40,0,0,0,0,1,0,0,0,0,0,0,CB 
6212,18,60,77,4000,1515,65,59,63,73,61,56,55,47,62,27,29,13,13,9,12,11,41,59,58,46,45,59,40,37,54,55,48,60,68,60,61,56,41,28,51,57,57,50,52,51,59,57,52,57,50,54,47,53,59,51,59,57,52,57,50,54,47,53,59,47,0,0,0,0,0,1,0,0,0,0,0,LB 
6213,17,58,75,4000,1585,57,69,62,61,58,54,49,46,59,51,42,8,7,10,12,9,48,57,52,57,51,51,56,47,51,61,59,52,61,62,57,59,59,45,57,56,58,55,57,57,55,56,57,58,55,56,54,55,56,57,55,56,57,58,55,56,54,55,56,54,0,0,0,0,0,0,1,0,0,0,0,CM 
6214,23,60,67,3000,1107,40,27,37,55,24,28,20,20,21,17,18,63,57,54,55,62,20,27,56,29,13,19,21,12,60,37,25,21,41,26,18,69,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6215,27,59,60,1000,878,31,19,26,37,11,22,11,10,8,9,13,62,59,59,56,59,14,10,50,25,7,9,12,12,47,21,24,13,19,23,10,69,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6216,19,60,74,1000,912,33,19,22,27,20,43,12,16,15,5,14,65,61,50,47,73,13,11,30,25,20,5,17,7,47,26,47,12,30,23,13,58,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6217,22,60,69,2000,1083,58,23,52,48,23,22,14,20,13,19,20,59,60,59,58,59,12,25,53,19,20,16,16,16,55,22,22,18,58,25,19,48,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6218,28,57,57,3000,1527,72,56,78,66,59,36,51,38,63,43,32,7,8,13,10,13,43,45,56,57,35,43,45,53,55,64,49,49,74,63,41,45,53,48,58,48,52,56,56,58,53,48,56,52,56,59,53,58,55,58,53,48,56,52,56,59,53,58,55,53,0,0,0,0,0,0,1,0,0,0,0,CM 
6219,25,60,65,2000,1469,73,33,56,67,53,51,34,42,57,61,36,13,11,15,9,9,58,21,78,38,59,21,67,53,52,50,63,19,72,59,21,69,53,47,55,37,38,57,48,55,39,37,48,38,57,54,59,55,41,55,39,37,48,38,57,54,59,55,41,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6220,19,60,71,2000,1466,63,37,67,65,56,55,43,45,55,63,33,13,12,11,6,14,61,23,64,38,60,25,63,53,58,53,64,22,64,58,23,56,52,46,56,38,40,57,50,56,41,38,50,40,57,54,59,56,43,56,41,38,50,40,57,54,59,56,43,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6221,23,60,67,2000,1364,66,46,62,55,57,47,30,34,62,63,29,9,6,5,12,7,56,11,67,27,55,17,64,57,53,41,57,17,74,60,11,71,42,41,53,34,34,57,44,53,36,34,44,34,57,53,59,55,37,53,36,34,44,34,57,53,59,55,37,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6222,20,60,75,1000,1479,66,45,64,57,62,55,25,45,60,55,26,6,12,7,14,8,46,57,41,57,59,26,51,55,59,66,64,27,64,65,24,60,62,44,61,43,51,60,59,61,46,43,59,51,60,58,58,58,48,61,46,43,59,51,60,58,58,58,48,58,0,0,0,0,0,0,1,0,0,0,0,CM 
6223,24,61,67,1000,1456,66,60,63,45,58,40,51,29,56,30,35,11,14,11,8,12,43,54,64,32,33,60,33,51,56,55,40,67,60,76,61,63,36,23,50,58,56,50,50,50,60,58,50,56,50,53,48,52,60,50,60,58,50,56,50,53,48,52,60,48,0,0,0,0,0,1,0,0,0,0,0,LB 
6224,24,58,59,2000,1285,61,73,41,67,34,44,22,26,31,19,29,8,11,5,11,15,58,45,69,27,16,59,37,29,48,32,39,55,63,59,57,83,34,22,34,57,47,35,36,34,49,57,36,47,35,36,39,34,46,34,49,57,36,47,35,36,39,34,46,39,0,0,0,0,1,0,0,0,0,0,0,CB 
6225,17,58,79,3000,1413,75,33,79,73,61,53,45,47,65,58,43,12,7,9,10,8,30,17,40,37,46,24,54,60,41,47,58,29,77,53,31,47,52,45,56,33,38,57,48,56,41,33,48,38,57,57,55,58,43,56,41,33,48,38,57,57,55,58,43,55,0,0,0,0,0,0,0,0,0,1,0,LM 
6226,20,60,71,1000,1395,50,58,51,66,43,58,36,29,35,23,32,8,7,8,13,15,55,62,70,38,28,59,46,30,58,52,47,61,55,67,63,61,37,32,41,59,55,40,45,41,56,59,45,55,40,43,42,40,54,41,56,59,45,55,40,43,42,40,54,42,0,0,0,0,1,0,0,0,0,0,0,CB 
6227,21,58,70,3000,1545,63,66,62,74,54,55,41,44,57,33,39,5,7,8,10,7,63,58,61,54,34,57,47,41,51,62,52,58,65,60,58,67,48,39,52,60,58,51,53,52,57,60,53,58,51,53,50,51,56,52,57,60,53,58,51,53,50,51,56,50,0,0,0,0,0,0,0,0,1,0,0,RB 
6228,19,60,72,6000,1464,68,60,51,76,62,54,31,42,59,63,30,14,13,7,11,12,58,20,65,35,51,16,62,56,44,42,58,24,69,62,24,78,51,50,54,39,39,57,47,54,39,39,47,39,57,53,59,55,40,54,39,39,47,39,57,53,59,55,40,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6229,17,59,81,2000,1465,72,38,61,68,57,55,39,45,55,60,41,10,9,12,10,13,56,26,59,37,55,25,67,56,58,53,57,21,74,57,23,57,52,42,56,38,40,58,50,56,42,38,50,40,58,55,58,57,43,56,42,38,50,40,58,55,58,57,43,58,0,0,1,0,0,0,0,0,0,0,0,ST 
6230,23,60,65,1000,1137,48,25,32,55,30,30,31,32,29,14,20,62,60,64,57,63,18,25,54,17,11,18,22,12,48,27,39,19,46,41,15,66,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6231,26,60,64,1000,1265,62,61,33,62,44,42,24,27,26,18,31,8,13,13,9,8,55,54,72,28,25,59,25,21,51,36,41,60,41,61,69,70,29,29,34,59,51,34,38,34,52,59,38,51,34,36,37,34,49,34,52,59,38,51,34,36,37,34,49,37,0,0,0,0,1,0,0,0,0,0,0,CB 
6232,23,60,64,2000,1421,69,38,67,64,56,64,36,38,49,60,31,14,15,12,12,13,59,23,55,34,53,29,62,59,47,52,65,13,65,60,16,71,23,61,50,37,37,54,44,50,38,37,44,37,54,51,59,52,40,50,38,37,44,37,54,51,59,52,40,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6233,24,58,65,1000,1011,48,17,37,55,21,29,16,15,20,14,15,62,54,51,52,67,19,17,53,19,15,17,25,12,49,32,24,19,41,18,19,55,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6234,22,60,70,1000,1655,72,47,65,68,59,56,64,52,62,31,58,14,12,14,11,11,41,52,75,49,56,56,50,42,53,56,69,57,77,65,62,71,46,38,54,57,56,54,54,54,59,57,54,56,54,57,52,56,60,54,59,57,54,56,54,57,52,56,60,52,0,0,0,0,0,1,0,0,0,0,0,LB 
6235,22,60,71,1000,1359,68,25,56,64,53,46,29,30,55,60,26,13,7,8,13,9,59,17,64,41,52,17,59,58,53,55,59,11,70,57,10,72,46,43,54,33,36,56,48,54,36,33,48,36,56,53,59,54,38,54,36,33,48,36,56,53,59,54,38,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6236,18,60,79,4000,1460,87,45,72,80,58,48,31,39,54,59,28,11,15,13,7,11,57,15,63,32,65,20,68,55,55,42,63,12,82,60,19,56,43,43,54,34,35,57,46,54,39,34,46,35,57,54,59,56,40,54,39,34,46,35,57,54,59,56,40,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6237,23,60,67,1000,1469,84,28,74,63,59,58,47,55,57,61,57,15,11,9,5,15,54,11,66,48,60,13,59,53,48,52,63,11,85,54,15,48,49,40,57,30,35,58,49,57,38,30,49,35,58,57,59,59,40,57,38,30,49,35,58,57,59,59,40,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6238,21,60,69,1000,991,25,20,37,40,25,29,23,25,11,12,12,65,63,58,55,57,13,13,58,35,13,11,25,12,54,33,30,12,25,23,16,32,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6239,18,59,74,1000,1355,79,61,51,52,58,48,37,38,53,59,28,11,13,5,13,11,56,21,47,28,42,17,52,59,53,54,54,19,72,46,15,59,49,43,54,36,37,57,46,54,39,36,46,37,57,54,58,56,40,54,39,36,46,37,57,54,58,56,40,58,0,0,1,0,0,0,0,0,0,0,0,ST 
6240,22,59,66,4000,1317,54,49,46,50,39,48,34,32,27,26,26,15,7,7,12,6,58,51,68,41,29,59,43,24,54,49,47,67,47,56,67,65,31,31,37,58,52,37,42,37,54,58,42,52,37,39,40,37,51,37,54,58,42,52,37,39,40,37,51,40,0,0,0,0,1,0,0,0,0,0,0,CB 
6241,22,58,65,1000,1277,64,61,45,63,38,38,26,21,33,19,29,7,12,12,8,14,61,62,71,25,16,56,32,21,53,40,34,53,63,63,61,54,31,29,35,57,50,36,38,35,53,57,38,50,36,38,37,36,50,35,53,57,38,50,36,38,37,36,50,37,0,0,0,0,1,0,0,0,0,0,0,CB 
6242,23,60,67,2000,1603,69,67,64,73,54,50,57,40,60,49,30,10,7,9,13,5,58,57,67,58,44,55,50,51,49,60,49,63,70,58,64,57,49,37,55,60,58,55,55,55,59,60,55,58,55,57,54,56,59,55,59,60,55,58,55,57,54,56,59,54,0,0,0,0,0,1,0,0,0,0,0,LB 
6243,27,60,62,1000,1333,56,57,49,60,40,51,24,31,31,20,22,12,11,14,8,12,47,55,67,50,18,56,39,28,56,53,42,62,58,59,65,75,34,22,39,59,55,38,45,39,54,59,45,55,38,41,39,38,51,39,54,59,45,55,38,41,39,38,51,39,0,0,0,0,1,0,0,0,0,0,0,CB 
6244,18,59,78,3000,1456,83,47,68,67,57,46,58,34,60,25,42,7,8,8,11,12,40,55,60,32,30,46,44,44,51,49,32,54,81,68,59,60,35,29,49,53,51,49,47,49,58,53,47,51,49,54,46,53,58,49,58,53,47,51,49,54,46,53,58,46,0,0,0,0,0,1,0,0,0,0,0,LB 
6245,19,53,64,1000,1451,46,56,62,56,48,47,38,45,53,34,44,12,6,6,13,9,50,52,62,60,35,49,46,37,51,62,51,58,64,45,58,61,49,33,50,55,55,48,52,50,52,55,52,55,48,49,47,48,52,50,52,55,52,55,48,49,47,48,52,47,0,0,0,0,0,0,1,0,0,0,0,CM 
6246,25,63,65,4000,1660,75,58,60,63,58,57,61,49,58,38,56,14,14,9,9,9,55,54,59,57,43,60,49,62,59,58,57,61,72,72,61,64,57,29,57,59,59,57,58,57,62,59,58,59,57,60,55,58,62,57,62,59,58,59,57,60,55,58,62,55,0,0,0,0,0,1,0,0,0,0,0,LB 
6247,19,59,73,1000,1388,74,31,63,70,61,49,68,44,60,52,33,8,15,7,5,13,36,18,56,42,34,26,53,49,31,64,51,29,71,62,24,57,42,39,54,35,40,53,48,54,43,35,48,40,53,58,52,57,47,54,43,35,48,40,53,58,52,57,47,52,0,0,0,0,0,0,0,1,0,0,0,RM 
6248,21,60,67,1000,1002,32,39,40,40,22,41,14,15,16,18,11,58,59,64,57,64,14,12,58,30,13,12,23,5,52,25,23,14,31,24,15,52,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6249,27,60,62,3000,1024,42,23,35,33,19,24,14,19,12,16,18,63,51,49,63,58,19,19,52,21,17,12,20,17,63,23,17,12,48,35,19,79,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6250,22,56,68,3000,1441,76,35,67,68,56,51,54,42,59,52,48,10,6,6,9,12,42,23,47,39,37,26,58,47,41,45,66,25,78,71,31,63,52,50,52,37,40,54,47,52,44,37,47,40,54,55,54,55,46,52,44,37,47,40,54,55,54,55,46,54,0,0,0,0,0,0,0,1,0,0,0,RM 
6251,22,60,69,1000,1009,41,34,33,53,26,22,12,17,16,13,20,62,60,51,58,60,8,18,67,18,11,12,27,6,52,26,24,11,42,21,9,61,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6252,17,57,76,1000,1326,62,34,67,49,55,56,31,37,57,59,30,9,7,14,14,10,53,15,56,33,39,12,63,61,58,41,48,19,65,52,13,73,49,41,52,33,34,55,45,52,35,33,45,34,55,52,56,54,36,52,35,33,45,34,55,52,56,54,36,56,0,0,1,0,0,0,0,0,0,0,0,ST 
6253,20,60,70,1000,1536,68,58,75,73,54,52,57,45,60,32,41,10,11,14,6,8,53,55,70,34,30,51,41,52,58,60,36,65,62,57,67,65,37,31,51,59,55,51,50,51,59,59,50,55,51,54,49,54,59,51,59,59,50,55,51,54,49,54,59,49,0,0,0,0,0,1,0,0,0,0,0,LB 
6254,27,60,62,4000,1039,49,25,39,38,24,28,15,15,14,14,12,59,57,55,64,58,18,21,56,20,20,20,16,18,60,22,22,16,43,32,14,63,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6255,22,60,70,2000,1454,74,37,59,65,58,53,35,44,50,62,34,13,16,12,11,12,54,20,69,39,55,20,58,57,58,52,60,23,67,62,16,63,51,48,55,36,39,57,49,55,40,36,49,39,57,54,59,56,41,55,40,36,49,39,57,54,59,56,41,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6256,21,60,73,1000,1315,65,46,42,60,33,44,24,24,31,19,29,11,10,15,11,16,59,54,63,37,23,62,31,30,50,44,39,64,68,63,66,72,28,26,36,59,51,37,40,36,55,59,40,51,37,39,40,36,51,36,55,59,40,51,37,39,40,36,51,40,0,0,0,0,1,0,0,0,0,0,0,CB 
6257,18,56,70,1000,1461,59,55,53,44,62,50,38,39,60,34,44,9,7,9,10,13,52,47,51,59,41,44,51,42,42,62,46,48,69,62,54,68,55,32,54,53,55,52,55,54,52,53,55,55,52,54,49,52,53,54,52,53,55,55,52,54,49,52,53,49,0,0,0,0,0,0,1,0,0,0,0,CM 
6258,22,60,71,1000,1113,36,62,34,51,28,64,21,16,25,15,14,12,12,9,8,15,54,66,61,27,18,63,13,15,56,47,28,58,34,58,64,68,12,13,28,59,51,28,35,28,51,59,35,51,28,30,32,28,48,28,51,59,35,51,28,30,32,28,48,32,0,0,0,0,1,0,0,0,0,0,0,CB 
6259,27,60,61,1000,1110,59,38,66,51,23,45,12,20,11,12,16,64,57,55,52,63,19,21,52,25,18,13,16,11,57,34,25,11,61,28,19,71,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6260,24,55,59,1000,1353,68,49,60,65,49,54,44,33,44,30,29,12,5,8,8,8,53,58,63,31,25,55,34,39,59,34,36,57,49,65,57,62,39,25,42,55,50,43,43,42,54,55,43,50,43,45,43,44,53,42,54,55,43,50,43,45,43,44,53,43,0,0,0,0,0,1,0,0,0,0,0,LB 
6261,21,60,72,2000,1521,76,54,74,79,50,50,50,47,64,30,38,7,8,8,13,5,39,53,60,37,34,56,42,50,58,50,38,64,77,65,66,48,45,36,52,56,54,51,50,52,59,56,50,54,51,55,47,54,59,52,59,56,50,54,51,55,47,54,59,47,0,0,0,0,0,1,0,0,0,0,0,LB 
6262,27,59,61,2000,1042,48,24,32,57,17,27,16,13,15,14,19,58,56,62,59,59,13,23,54,25,19,11,22,16,59,27,20,14,48,35,17,60,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6263,38,60,60,1000,1613,50,77,43,71,65,62,45,44,55,33,48,11,16,13,16,11,52,63,72,62,54,52,38,49,59,65,60,54,51,76,58,71,42,37,54,60,62,53,59,54,58,60,59,62,53,55,52,52,58,54,58,60,59,62,53,55,52,52,58,52,0,0,0,0,0,0,1,0,0,0,0,CM 
6264,26,63,64,2000,1580,75,70,73,71,62,33,60,51,67,58,54,15,7,6,13,16,36,25,71,54,48,23,61,58,58,57,54,21,73,60,24,57,54,48,60,39,45,60,54,60,44,39,54,45,60,62,57,62,47,60,44,39,54,45,60,62,57,62,47,57,0,0,0,0,0,0,0,0,0,1,0,LM 
6265,21,60,70,1000,1504,73,34,74,75,62,62,53,53,71,57,47,8,7,10,16,8,33,25,34,47,56,24,60,54,58,52,58,35,75,49,38,59,48,51,59,39,43,59,52,59,46,39,52,43,59,59,57,61,48,59,46,39,52,43,59,59,57,61,48,57,0,0,0,0,0,0,0,1,0,0,0,RM 
6266,21,60,69,1000,925,39,27,37,40,13,31,9,10,12,9,13,60,58,60,57,61,12,14,59,17,11,9,19,8,56,20,14,10,38,28,9,61,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6267,19,59,75,3000,1381,54,32,65,64,63,54,36,47,58,64,41,6,10,6,11,15,53,20,62,39,56,18,55,59,55,48,58,16,50,51,15,53,48,53,55,33,36,57,49,55,36,33,49,36,57,53,58,55,38,55,36,33,49,36,57,53,58,55,38,58,0,0,1,0,0,0,0,0,0,0,0,ST 
6268,19,60,71,1000,1062,49,28,41,46,28,42,12,22,20,18,13,59,63,54,61,57,11,28,63,32,17,9,19,7,50,26,22,12,54,23,14,44,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6269,19,60,71,4000,1448,66,38,58,68,58,54,42,48,55,65,41,15,9,15,10,8,60,17,69,48,58,22,53,54,54,57,62,17,64,57,18,48,45,49,56,35,39,57,50,56,39,35,50,39,57,55,59,56,41,56,39,35,50,39,57,55,59,56,41,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6270,19,53,68,1000,814,27,23,35,31,16,33,11,11,11,9,14,56,52,48,47,55,14,6,45,22,7,9,18,5,54,15,20,12,20,16,14,52,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6271,23,59,64,1000,871,22,20,28,35,10,36,10,10,7,7,7,64,60,60,49,61,14,10,58,22,6,8,12,7,49,28,9,12,36,23,9,72,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6272,34,58,58,1000,1275,54,53,49,64,43,53,26,27,27,22,24,9,12,12,11,12,55,52,72,25,21,59,34,23,50,51,32,60,54,54,61,61,35,31,37,57,50,36,40,37,52,57,40,50,36,38,38,36,49,37,52,57,40,50,36,38,38,36,49,38,0,0,0,0,1,0,0,0,0,0,0,CB 
6273,19,60,77,3000,1369,63,48,40,64,57,52,33,30,40,26,28,11,12,13,15,8,73,59,67,41,25,46,30,23,41,58,41,62,68,59,66,59,31,32,43,59,54,42,46,43,57,59,46,54,42,45,44,43,54,43,57,59,46,54,42,45,44,43,54,44,0,0,0,0,1,0,0,0,0,0,0,CB 
6274,20,60,75,1000,1408,67,56,76,78,55,34,57,32,55,21,27,10,9,10,7,9,43,63,73,22,26,56,38,49,58,45,20,54,65,84,53,33,33,24,46,53,51,46,46,46,59,53,46,51,46,51,42,50,59,46,59,53,46,51,46,51,42,50,59,42,0,0,0,0,0,0,0,0,1,0,0,RB 
6275,32,61,61,3000,1475,53,66,47,56,58,60,32,44,51,61,31,6,7,16,15,11,65,30,69,28,47,25,66,62,57,43,66,21,51,77,28,83,48,55,51,44,43,55,48,51,41,44,48,43,55,51,60,52,42,51,41,44,48,43,55,51,60,52,42,60,0,0,1,0,0,0,0,0,0,0,0,ST 
6276,22,59,66,6000,1431,54,61,53,56,47,53,46,38,41,32,36,13,12,11,10,10,49,63,68,32,34,62,41,49,55,32,31,64,52,78,62,60,42,37,42,58,53,43,45,42,57,58,45,53,43,45,43,44,56,42,57,58,45,53,43,45,43,44,56,43,0,0,0,0,1,0,0,0,0,0,0,CB 
6277,21,60,69,1000,1600,55,55,70,69,69,59,61,61,65,33,61,12,12,7,10,10,45,50,56,65,61,40,57,50,55,69,49,45,54,55,44,56,50,49,59,50,55,56,59,59,53,50,59,55,56,59,52,58,55,59,53,50,59,55,56,59,52,58,55,52,0,0,0,0,0,0,1,0,0,0,0,CM 
6278,25,60,65,1000,1314,57,52,58,61,40,55,22,23,24,18,25,6,12,7,7,10,68,60,70,27,21,60,38,48,52,42,32,56,53,70,58,78,35,24,38,59,51,38,41,38,53,59,41,51,38,39,41,37,50,38,53,59,41,51,38,39,41,37,50,41,0,0,0,0,1,0,0,0,0,0,0,CB 
6279,21,61,67,2000,1408,62,58,48,71,46,51,29,32,38,28,35,16,11,14,7,9,62,60,73,29,22,58,46,32,57,47,46,66,52,54,68,58,36,38,41,60,53,42,43,41,56,60,43,53,42,42,44,41,53,41,56,60,43,53,42,42,44,41,53,44,0,0,0,0,1,0,0,0,0,0,0,CB 
6280,31,59,59,2000,1349,50,47,48,51,51,60,40,34,46,16,29,8,9,7,13,12,61,65,71,43,15,65,35,17,58,50,32,48,54,62,53,70,52,37,43,58,55,41,47,43,55,58,47,55,41,45,39,42,54,43,55,58,47,55,41,45,39,42,54,39,0,0,0,0,1,0,0,0,0,0,0,CB 
6281,19,60,74,1000,805,18,18,22,22,15,22,11,11,8,5,12,64,56,52,54,65,13,6,37,29,9,9,10,4,53,25,18,12,24,22,13,62,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6282,19,60,78,1000,1517,48,52,49,57,62,52,47,44,60,43,42,7,9,9,12,10,55,44,56,63,53,44,42,61,59,65,53,50,56,46,51,60,62,46,59,52,55,58,59,59,51,52,59,55,58,57,55,56,52,59,51,52,59,55,58,57,55,56,52,55,0,0,0,0,0,0,1,0,0,0,0,CM 
6283,20,60,70,1000,1594,74,38,65,65,67,68,45,55,60,60,67,8,10,11,8,8,52,40,75,40,55,34,64,58,55,44,61,45,70,67,39,60,60,34,58,46,47,60,53,58,50,46,53,47,60,58,59,59,51,58,50,46,53,47,60,58,59,59,51,59,0,0,1,0,0,0,0,0,0,0,0,ST 
6284,21,59,69,1000,876,25,22,27,26,17,32,15,15,15,10,16,60,59,62,59,57,15,12,31,16,12,11,18,18,52,13,18,13,19,15,11,55,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6285,28,60,61,1000,888,26,18,45,29,16,32,9,13,10,9,9,62,57,55,56,63,15,10,52,25,10,5,12,6,59,24,24,15,32,22,9,55,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6286,23,60,65,1000,1050,49,24,34,47,17,32,16,13,19,20,15,62,56,58,56,65,14,21,62,23,16,13,23,19,57,27,23,14,44,43,14,55,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
6287,28,61,61,2000,1763,78,67,84,83,58,60,49,31,49,45,57,10,6,14,8,9,49,54,87,60,54,52,62,57,60,60,60,53,80,90,59,71,59,48,59,59,60,57,60,59,61,59,60,60,57,60,57,58,61,59,61,59,60,60,57,60,57,58,61,57,0,0,0,0,0,0,1,0,0,0,0,CM 
